ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,HIGH_VALUE,PREDICTED_HIGH_VALUE,PRODUCTLINE_DECODED,COUNTRY_DECODED,DEALSIZE_DECODED,CUSTOMERNAME_DECODED
10244,0.3736263736263737,1.0,7,0.3090046299189673,2004-04-29,Shipped,2,4,2004,6,102,S18_1342,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Vintage Cars,Spain,Medium,Euro Shopping Channel
10280,0.4835164835164836,1.0,9,0.3497893853758675,2004-08-17,Shipped,3,8,2004,6,102,S18_1342,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,1,1,1,Vintage Cars,Italy,Medium,Amica Models & Co.
10289,0.3516483516483517,1.0,2,0.3004153471851019,2004-09-03,Shipped,3,9,2004,6,102,S18_1342,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1,1,1,Vintage Cars,Norway,Medium,Herkku Gifts
10369,0.4175824175824176,1.0,8,0.6439616577712717,2005-01-20,Shipped,1,1,2005,6,102,S18_1342,22,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,18,,Nelson,Allen,0,1,1,Vintage Cars,USA,Large,Collectables For Less Inc.
10422,0.4945054945054945,0.9391411378555798,2,0.322845859799554,2005-05-30,In Process,2,5,2005,6,102,S18_1342,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1,1,1,Vintage Cars,USA,Medium,Diecast Classics Inc.
10391,0.3956043956043956,1.0,3,0.3320329072023658,2005-03-09,Shipped,1,3,2005,6,53,S18_1367,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1,1,1,Vintage Cars,Australia,Medium,"Anna's Decorations, Ltd"
10110,0.3406593406593407,1.0,16,0.3640225077146935,2003-03-18,Shipped,1,3,2003,0,124,S18_1589,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1,1,1,Classic Cars,UK,Medium,"AV Stores, Co."
10148,0.4505494505494506,1.0,9,0.394579825846815,2003-09-11,Shipped,3,9,2003,0,124,S18_1589,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1,1,1,Classic Cars,Australia,Medium,"Anna's Decorations, Ltd"
10161,0.4065934065934066,1.0,8,0.4170088679454763,2003-10-17,Shipped,4,10,2003,0,124,S18_1589,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Classic Cars,Denmark,Medium,Heintze Collectables
10172,0.3956043956043956,1.0,6,0.3296242023370908,2003-11-05,Shipped,4,11,2003,0,124,S18_1589,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,1,1,1,Classic Cars,USA,Medium,Gift Depot Inc.
10181,0.3956043956043956,1.0,2,0.3642107337359116,2003-11-12,Shipped,4,11,2003,0,124,S18_1589,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1,1,1,Classic Cars,Norway,Medium,Herkku Gifts
10204,0.3736263736263737,1.0,13,0.2610069945083588,2003-12-02,Shipped,4,12,2003,0,124,S18_1589,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,0,1,Classic Cars,USA,Medium,Muscle Machine Inc
10212,0.3516483516483517,1.0,6,0.294855326980215,2004-01-16,Shipped,1,1,2004,0,124,S18_1589,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,0,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10226,0.3516483516483517,1.0,4,0.2705197611588253,2004-02-26,Shipped,1,2,2004,0,124,S18_1589,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,1,0,1,Classic Cars,USA,Medium,Collectable Mini Designs Co.
10266,0.3296703296703297,1.0,2,0.3466351290046741,2004-07-06,Shipped,3,7,2004,0,124,S18_1589,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1,1,1,Classic Cars,Italy,Medium,L'ordine Souveniers
10321,0.4175824175824176,1.0,6,0.2946641599274154,2004-11-04,Shipped,4,11,2004,0,124,S18_1589,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,1,0,1,Classic Cars,USA,Medium,FunGiftIdeas.com
10331,0.4175824175824176,1.0,14,0.3210952107506469,2004-11-17,Shipped,4,11,2004,0,124,S18_1589,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1,1,1,Classic Cars,USA,Medium,Motor Mint Distributors Inc.
10343,0.3296703296703297,1.0,4,0.3945974720363042,2004-11-24,Shipped,4,11,2004,0,124,S18_1589,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1,1,1,Classic Cars,France,Medium,Reims Collectables
10407,0.5824175824175825,1.0,11,0.4827710693664357,2005-04-22,On Hold,2,4,2005,0,124,S18_1589,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0,1,1,Classic Cars,USA,Large,The Sharp Gifts Warehouse
10419,0.3406593406593407,1.0,1,0.3471012825103469,2005-05-17,Shipped,2,5,2005,0,124,S18_1589,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1,1,1,Classic Cars,Austria,Medium,Salzburg Collectables
10119,0.4065934065934066,1.0,3,0.4730641946315881,2003-04-28,Shipped,2,4,2003,2,157,S18_1662,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1,1,1,Planes,Austria,Medium,Salzburg Collectables
10155,0.3516483516483517,1.0,5,0.4447802939119912,2003-10-06,Shipped,4,10,2003,2,157,S18_1662,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1,1,1,Planes,Finland,Medium,"Toys of Finland, Co."
10167,0.4065934065934066,1.0,1,0.3883330747676403,2003-10-23,Cancelled,4,10,2003,2,157,S18_1662,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,1,Planes,Sweden,Medium,Scandinavian Gift Ideas
10178,0.3956043956043956,1.0,4,0.4417833827304097,2003-11-08,Shipped,4,11,2003,2,157,S18_1662,1,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,6,EMEA,Roulet,Annette,1,1,1,Planes,France,Medium,Alpha Cognac
10198,0.3956043956043956,1.0,4,0.5148165494788125,2003-11-27,Shipped,4,11,2003,2,157,S18_1662,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,0,1,1,Planes,Philippines,Large,Cruz & Sons Co.
10222,0.4725274725274726,1.0,4,0.4758552336024624,2004-02-19,Shipped,1,2,2004,2,157,S18_1662,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,1,1,1,Planes,USA,Medium,Collectable Mini Designs Co.
10250,0.4285714285714286,1.0,14,0.5645435114593621,2004-05-11,Shipped,2,5,2004,2,157,S18_1662,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0,1,1,Planes,USA,Large,The Sharp Gifts Warehouse
10262,0.4725274725274726,1.0,9,0.4474654557459303,2004-06-24,Cancelled,2,6,2004,2,157,S18_1662,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Planes,Spain,Medium,Euro Shopping Channel
10274,0.3846153846153846,1.0,1,0.4589384199454881,2004-07-21,Shipped,3,7,2004,2,157,S18_1662,22,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,18,,Nelson,Allen,1,1,1,Planes,USA,Medium,Collectables For Less Inc.
10284,0.4285714285714286,1.0,11,0.3871662204876673,2004-08-21,Shipped,3,8,2004,2,157,S18_1662,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,1,1,1,Planes,Norway,Medium,"Norway Gifts By Mail, Co."
10307,0.3626373626373627,1.0,1,0.507169132108933,2004-10-14,Shipped,4,10,2004,2,157,S18_1662,18,2155554695,782 First Street,,Philadelphia,PA,71270,18,,Cervantes,Francisca,0,1,1,Planes,USA,Large,"Classic Gift Ideas, Inc"
10338,0.3846153846153846,1.0,1,0.3781181368270829,2004-11-22,Shipped,4,11,2004,2,157,S18_1662,69,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,2,EMEA,Cartrain,Pascale,1,1,1,Planes,Belgium,Medium,Royale Belge
10110,0.3956043956043956,1.0,7,0.4107790277978954,2003-03-18,Shipped,1,3,2003,6,170,S18_1749,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1,1,1,Vintage Cars,UK,Medium,"AV Stores, Co."
10182,0.4175824175824176,1.0,10,0.5200236458939157,2003-11-12,Shipped,4,11,2003,6,170,S18_1749,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0,1,1,Vintage Cars,USA,Large,Mini Gifts Distributors Ltd.
10241,0.3846153846153846,1.0,2,0.5231484919492938,2004-04-13,Shipped,2,4,2004,6,170,S18_1749,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,0,1,1,Vintage Cars,France,Large,Mini Caravy
10302,0.4065934065934066,1.0,1,0.5020245326149375,2003-10-06,Shipped,4,10,2003,6,170,S18_1749,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,0,1,1,Vintage Cars,UK,Large,"UK Collectables, Ltd."
10312,0.4615384615384615,1.0,17,0.5585217492961745,2004-10-21,Shipped,4,10,2004,6,170,S18_1749,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0,1,1,Vintage Cars,USA,Large,Mini Gifts Distributors Ltd.
10344,0.4285714285714286,1.0,1,0.5270233010579627,2004-11-25,Shipped,4,11,2004,6,170,S18_1749,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,0,1,1,Vintage Cars,France,Large,Marseille Mini Autos
10379,0.3626373626373627,1.0,2,0.361557187991474,2005-02-10,Shipped,1,2,2005,6,170,S18_1749,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Vintage Cars,Spain,Medium,Euro Shopping Channel
10407,0.7692307692307693,1.0,2,1.0,2005-04-22,On Hold,2,4,2005,6,170,S18_1749,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0,1,1,Vintage Cars,USA,Large,The Sharp Gifts Warehouse
10405,0.6043956043956045,0.6433260393873086,4,0.2960876192128771,2005-04-14,Shipped,2,4,2005,0,77,S18_1889,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,1,1,1,Classic Cars,France,Medium,Mini Caravy
10109,0.3516483516483517,1.0,3,0.2904687783763594,2003-03-10,Shipped,1,3,2003,0,142,S18_1984,57,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,18,,Hernandez,Rosa,1,0,1,Classic Cars,USA,Medium,Motor Mint Distributors Inc.
10136,0.3296703296703297,1.0,1,0.3523789636834069,2003-07-04,Shipped,3,7,2003,0,142,S18_1984,1,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,6,EMEA,Roulet,Annette,1,1,1,Classic Cars,France,Medium,Alpha Cognac
10161,0.4615384615384615,1.0,11,0.4163993391502037,2003-10-17,Shipped,4,10,2003,0,142,S18_1984,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Classic Cars,Denmark,Medium,Heintze Collectables
10171,0.3186813186813187,1.0,1,0.308666411287091,2003-11-05,Shipped,4,11,2003,0,142,S18_1984,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1,1,1,Classic Cars,Canada,Medium,Quebec Home Shopping Network
10192,0.4505494505494506,1.0,10,0.5102079529905513,2003-11-20,Shipped,4,11,2003,0,142,S18_1984,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,0,1,1,Classic Cars,USA,Large,Online Diecast Creations Co.
10204,0.3516483516483517,1.0,16,0.4375159459056063,2003-12-02,Shipped,4,12,2003,0,142,S18_1984,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Classic Cars,USA,Medium,Muscle Machine Inc
10212,0.3846153846153846,1.0,9,0.3204797998922112,2004-01-16,Shipped,1,1,2004,0,142,S18_1984,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10240,0.3406593406593407,1.0,2,0.3708780523312455,2004-04-13,Shipped,2,4,2004,0,142,S18_1984,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,1,1,1,Classic Cars,Japan,Medium,Osaka Souveniers Co.
10266,0.4725274725274726,1.0,5,0.4206608939118441,2004-07-06,Shipped,3,7,2004,0,142,S18_1984,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,1,1,1,Classic Cars,Italy,Medium,L'ordine Souveniers
10301,0.4505494505494506,1.0,7,0.5151150641843381,2003-10-05,Shipped,4,10,2003,0,142,S18_1984,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,0,1,1,Classic Cars,Norway,Large,"Norway Gifts By Mail, Co."
10377,0.3296703296703297,1.0,6,0.284591126760667,2005-02-09,Shipped,1,2,2005,0,142,S18_1984,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1,0,1,Classic Cars,Finland,Medium,"Toys of Finland, Co."
10406,0.4615384615384615,1.0,2,0.4916779835111066,2005-04-15,Disputed,2,4,2005,0,142,S18_1984,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,0,1,1,Classic Cars,Denmark,Large,Danish Wholesale Imports
10115,0.4395604395604396,1.0,4,0.5072566277984836,2003-04-04,Shipped,2,4,2003,0,163,S18_2238,19,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,18,,Hernandez,Maria,0,1,1,Classic Cars,USA,Large,Classic Legends Inc.
10127,0.4285714285714286,1.0,10,0.4900324763412391,2003-06-03,Shipped,2,6,2003,0,163,S18_2238,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,0,1,1,Classic Cars,USA,Large,Muscle Machine Inc
10141,0.3626373626373627,1.0,4,0.4011861180368321,2003-08-01,Shipped,3,8,2003,0,163,S18_2238,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1,1,1,Classic Cars,Finland,Medium,Suominen Souveniers
10151,0.4065934065934066,1.0,2,0.4873862831757554,2003-09-21,Shipped,3,9,2003,0,163,S18_2238,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,0,1,1,Classic Cars,Finland,Large,"Oulu Toy Supplies, Inc."
10184,0.4395604395604396,1.0,5,0.5072566277984836,2003-11-14,Shipped,4,11,2003,0,163,S18_2238,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,0,1,1,Classic Cars,Spain,Large,"Iberia Gift Imports, Corp."
10207,0.4175824175824176,1.0,6,0.4836607314198492,2003-12-09,Shipped,4,12,2003,0,163,S18_2238,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,0,1,1,Classic Cars,USA,Large,Diecast Collectables
10219,0.4065934065934066,1.0,1,0.5857439376148382,2004-02-10,Shipped,1,2,2004,0,163,S18_2238,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,0,1,1,Classic Cars,USA,Large,Signal Collectibles Ltd.
10230,0.4725274725274726,1.0,8,0.5013267728722189,2004-03-15,Shipped,1,3,2004,0,163,S18_2238,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,0,1,1,Classic Cars,Germany,Large,"Blauer See Auto, Co."
10246,0.3736263736263737,1.0,4,0.4460861119341915,2004-05-05,Shipped,2,5,2004,0,163,S18_2238,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10271,0.4835164835164836,1.0,4,0.6387089753666548,2004-07-20,Shipped,3,7,2004,0,163,S18_2238,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0,1,1,Classic Cars,USA,Large,Mini Gifts Distributors Ltd.
10314,0.3956043956043956,1.0,13,0.3892550881684506,2004-10-22,Shipped,4,10,2004,0,163,S18_2238,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,1,1,1,Classic Cars,Denmark,Medium,Heintze Collectables
10324,0.4505494505494506,1.0,8,0.4944844628977838,2004-11-05,Shipped,4,11,2004,0,163,S18_2238,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,0,1,1,Classic Cars,USA,Large,Vitachrome Inc.
10336,0.4725274725274726,1.0,6,0.5131078101299422,2004-11-20,Shipped,4,11,2004,0,163,S18_2238,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,0,1,1,Classic Cars,France,Large,"La Corne D'abondance, Co."
10349,0.3516483516483517,1.0,8,0.4586104949241472,2004-12-01,Shipped,4,12,2004,0,163,S18_2238,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Classic Cars,USA,Medium,Muscle Machine Inc
10412,0.3846153846153846,1.0,4,0.458124489455299,2005-05-03,Shipped,2,5,2005,0,163,S18_2238,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Classic Cars,Spain,Medium,Euro Shopping Channel
10367,0.4285714285714286,1.0,4,0.6178129459798672,2005-01-12,Resolved,1,1,2005,6,60,S18_2248,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,0,1,1,Vintage Cars,USA,Large,Toys4GrownUps.com
10114,0.3626373626373627,1.0,3,0.2707432795590218,2003-04-01,Shipped,2,4,2003,5,122,S18_2319,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1,0,1,Trucks and Buses,France,Medium,"La Corne D'abondance, Co."
10127,0.4285714285714286,1.0,14,0.4274657057336147,2003-06-03,Shipped,2,6,2003,5,122,S18_2319,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Trucks and Buses,USA,Medium,Muscle Machine Inc
10141,0.4505494505494506,1.0,8,0.4268561769383421,2003-08-01,Shipped,3,8,2003,5,122,S18_2319,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,1,1,1,Trucks and Buses,Finland,Medium,Suominen Souveniers
10151,0.4725274725274726,1.0,6,0.3625122879975767,2003-09-21,Shipped,3,9,2003,5,122,S18_2319,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,1,1,1,Trucks and Buses,Finland,Medium,"Oulu Toy Supplies, Inc."
10165,0.4395604395604396,1.0,15,0.4045396292976744,2003-10-22,Shipped,4,10,2003,5,122,S18_2319,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,1,1,Trucks and Buses,Singapore,Medium,"Dragon Souveniers, Ltd."
10175,0.4615384615384615,1.0,4,0.3976943782916578,2003-11-06,Shipped,4,11,2003,5,122,S18_2319,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,1,1,1,Trucks and Buses,UK,Medium,"Stylish Desk Decors, Co."
10184,0.4395604395604396,1.0,9,0.4045396292976744,2003-11-14,Shipped,4,11,2003,5,122,S18_2319,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,1,1,1,Trucks and Buses,Spain,Medium,"Iberia Gift Imports, Corp."
10207,0.4065934065934066,1.0,10,0.3875110564406019,2003-12-09,Shipped,4,12,2003,5,122,S18_2319,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1,1,1,Trucks and Buses,USA,Medium,Diecast Collectables
10271,0.4835164835164836,1.0,8,0.3390546201032743,2004-07-20,Shipped,3,7,2004,5,122,S18_2319,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,1,Trucks and Buses,USA,Medium,Mini Gifts Distributors Ltd.
10281,0.4615384615384615,1.0,4,0.3890477454419526,2004-08-19,Shipped,3,8,2004,5,122,S18_2319,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1,1,1,Trucks and Buses,USA,Medium,Diecast Classics Inc.
10292,0.3846153846153846,1.0,11,0.2975390182983632,2004-09-08,Shipped,3,9,2004,5,122,S18_2319,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,1,1,1,Trucks and Buses,USA,Medium,Land of Toys Inc.
10334,0.4395604395604396,1.0,6,0.3920931836446293,2004-11-19,On Hold,4,11,2004,5,122,S18_2319,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1,1,1,Trucks and Buses,Sweden,Medium,"Volvo Model Replicas, Co"
10349,0.3516483516483517,1.0,7,0.3486115022274638,2004-12-01,Shipped,4,12,2004,5,122,S18_2319,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,1,Trucks and Buses,USA,Medium,Muscle Machine Inc
10412,0.5494505494505495,0.975109409190372,8,0.3688016840346836,2005-05-03,Shipped,2,5,2005,5,122,S18_2319,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Trucks and Buses,Spain,Medium,Euro Shopping Channel
10124,0.3956043956043956,1.0,3,0.2904055461973565,2003-05-21,Shipped,2,5,2003,6,127,S18_2325,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,1,0,1,Vintage Cars,USA,Medium,Signal Gift Stores
10162,0.3516483516483517,1.0,6,0.2806898483677643,2003-10-18,Shipped,4,10,2003,6,127,S18_2325,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1,0,1,Vintage Cars,USA,Medium,Corporate Gift Ideas Co.
10193,0.4175824175824176,1.0,11,0.3059224288215214,2003-11-21,Shipped,4,11,2003,6,127,S18_2325,5,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,0,APAC,Connery,Sean,1,1,1,Vintage Cars,Australia,Medium,"Australian Collectables, Ltd"
10227,0.4395604395604396,1.0,7,0.4805373558802619,2004-03-02,Shipped,1,3,2004,6,127,S18_2325,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,0,1,1,Vintage Cars,France,Large,"Saveley & Henriot, Co."
10243,0.4505494505494506,1.0,2,0.4170419545507686,2004-04-26,Shipped,2,4,2004,6,127,S18_2325,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1,1,1,Vintage Cars,USA,Medium,Diecast Collectables
10322,0.4835164835164836,1.0,6,0.8863070716369122,2004-11-04,Shipped,4,11,2004,6,127,S18_2325,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,0,1,1,Vintage Cars,USA,Large,Online Diecast Creations Co.
10380,0.3736263736263737,1.0,10,0.3271507947770221,2005-02-16,Shipped,1,2,2005,6,127,S18_2325,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,1,Vintage Cars,Spain,Medium,Euro Shopping Channel
10420,0.4285714285714286,1.0,2,0.3304888656220613,2005-05-29,In Process,2,5,2005,6,127,S18_2325,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1,1,1,Vintage Cars,Australia,Medium,Souveniers And Things Co.
10347,0.4835164835164836,1.0,8,0.4670630196894713,2004-11-29,Shipped,4,11,2004,5,60,S18_2432,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1,1,1,Trucks and Buses,Australia,Medium,"Australian Collectors, Co."
10223,0.4505494505494506,1.0,9,0.3119537493373489,2004-02-20,Shipped,1,2,2004,2,84,S18_2581,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1,1,1,Planes,Australia,Medium,"Australian Collectors, Co."
10327,0.4285714285714286,1.0,8,0.3161292789252294,2004-11-10,Resolved,4,11,2004,2,84,S18_2581,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,1,1,1,Planes,Denmark,Medium,Danish Wholesale Imports
10329,0.3516483516483517,1.0,12,0.3517407598302143,2004-11-15,Shipped,4,11,2004,1,60,S18_2625,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,1,1,1,Motorcycles,USA,Medium,Land of Toys Inc.
10389,0.3626373626373627,1.0,5,0.4778345478568336,2005-03-03,Shipped,1,3,2005,1,60,S18_2625,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,1,Motorcycles,Sweden,Medium,Scandinavian Gift Ideas
10139,0.3846153846153846,1.0,8,0.549556014519873,2003-07-16,Shipped,3,7,2003,6,168,S18_2795,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,0,1,1,Vintage Cars,Australia,Large,Souveniers And Things Co.
10162,0.4615384615384615,1.0,3,0.4946072509663127,2003-10-18,Shipped,4,10,2003,6,168,S18_2795,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,0,1,1,Vintage Cars,USA,Large,Corporate Gift Ideas Co.
10205,0.3736263736263737,1.0,3,0.5154356366267251,2003-12-03,Shipped,4,12,2003,6,168,S18_2795,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0,1,1,Vintage Cars,Spain,Large,Euro Shopping Channel
