ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Cluster,PCA1,PCA2
10182,0.2747252747252747,0.1348468271334792,5,0.048292473826657,2003-11-12,Shipped,4,11,2003,6,44,S24_2022,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.6645604885614298,0.023807717295352165
10193,0.1538461538461538,0.324671772428884,9,0.0389885204184793,2003-11-21,Shipped,4,11,2003,6,44,S24_2022,5,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,0,APAC,Connery,Sean,2,0,-0.49486187252023006,-0.12172261345747144
10205,0.1978021978021978,0.1531728665207877,4,0.0317477006647466,2003-12-03,Shipped,4,12,2003,6,44,S24_2022,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.6562310859458975,-0.0488549277957149
10214,0.4725274725274726,0.2880196936542669,2,0.1372675022627562,2004-01-26,Shipped,1,1,2004,6,44,S24_2022,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,2,0,-0.48222987038275344,0.18720423755295867
10227,0.1978021978021978,0.2940371991247265,5,0.0499232758386167,2004-03-02,Shipped,1,3,2004,6,44,S24_2022,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,2,0,-0.5179861320968799,-0.07411388573861774
10244,0.3626373626373627,0.2512308533916849,9,0.0943056481776265,2004-04-29,Shipped,2,4,2004,6,44,S24_2022,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.5360335749140949,0.08790894597125265
10255,0.3406593406593407,0.2573851203501094,2,0.0888757686202224,2004-06-04,Shipped,2,6,2004,6,44,S24_2022,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,2,0,-0.5330388617948696,0.06648623828634354
10280,0.4285714285714286,0.2818654266958424,11,0.1216792996227392,2004-08-17,Shipped,3,8,2004,6,44,S24_2022,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,2,0,-0.49517780967507863,0.1462488080493063
10289,0.4285714285714286,0.2940371991247265,4,0.1246240074937485,2004-09-03,Shipped,3,9,2004,6,44,S24_2022,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,2,0,-0.4827533308222118,0.1448983290276516
10304,0.4175824175824176,0.1714989059080963,15,0.0920800225283019,2004-10-11,Shipped,4,10,2004,6,44,S24_2022,8,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,6,EMEA,Tonini,Daniel,2,0,-0.6092838244495908,0.1484639148009838
10312,0.1868131868131868,0.1470185995623633,12,0.0281868466774063,2004-10-21,Shipped,4,10,2004,6,44,S24_2022,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.6636731345394491,-0.05770193708128686
10322,0.2637362637362638,1.0,4,0.221898627052932,2004-11-04,Shipped,4,11,2004,6,44,S24_2022,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,1,2,0.20567216951703626,-0.10207431539288847
10332,0.2197802197802198,0.8019693654266957,10,0.1280370746441168,2004-11-17,Shipped,4,11,2004,6,44,S24_2022,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2,2,-0.014239621394965263,-0.1410279731195903
10345,0.4065934065934066,0.3676148796498906,1,0.1345191082498141,2004-11-25,Shipped,4,11,2004,6,44,S24_2022,4,40.32.2555,"54, rue Royale",,Nantes,,44000,6,EMEA,Schmitt,Carine,2,0,-0.4112793472820164,0.11539741074425047
10356,0.2197802197802198,0.0681072210065645,7,0.0254568341118489,2004-12-09,Shipped,4,12,2004,6,44,S24_2022,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,2,0,-0.7372062711587448,-0.01421411641928147
10367,0.2417582417582418,0.0507385120350109,12,0.0275273203452477,2005-01-12,Resolved,1,1,2005,6,44,S24_2022,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2,0,-0.7518735523386813,0.008061516236954613
10380,0.2307692307692307,0.5671498905908096,5,0.1002391793933681,2005-02-16,Shipped,1,2,2005,6,44,S24_2022,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.2433831805396114,-0.08913214425784588
10391,0.1978021978021978,1.0,1,0.261748134466905,2005-03-09,Shipped,1,3,2005,6,44,S24_2022,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1,2,0.21693720864675403,-0.1275964696155284
10421,0.3736263736263737,0.2573851203501094,2,0.0989561543659246,2005-05-29,In Process,2,5,2005,6,44,S24_2022,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.5282116767218432,0.09741575143429243
10103,0.3296703296703297,1.0,1,0.2351465038119446,2003-01-29,Shipped,1,1,2003,5,127,S24_2300,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,1,2,0.21291672459765243,-0.04440112152651321
10114,0.1648351648351648,1.0,5,0.1796205628105086,2003-04-01,Shipped,2,4,2003,5,127,S24_2300,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,2,2,0.18699458340705521,-0.2021513320441076
10126,0.2307692307692307,1.0,1,0.2156981972211663,2003-05-28,Shipped,2,5,2003,5,127,S24_2300,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1,2,0.20219752582885442,-0.13065447332592683
10140,0.4505494505494506,1.0,1,0.3399104602935003,2003-07-24,Shipped,3,7,2003,5,127,S24_2300,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1,1,0.25425217283013457,0.11006226494266813
10151,0.3956043956043956,1.0,8,0.3394443067878274,2003-09-21,Shipped,3,9,2003,5,127,S24_2300,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,1,1,0.25190102003279513,0.06840378613240572
10165,0.2857142857142857,1.0,17,0.3073105957280047,2003-10-22,Shipped,4,10,2003,5,127,S24_2300,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1,2,0.23632199542972843,-0.033805958658850555
10175,0.2417582417582418,1.0,6,0.1829196649870925,2003-11-06,Shipped,4,11,2003,5,127,S24_2300,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,2,2,0.19120875511385726,-0.14222698508276482
10184,0.1978021978021978,1.0,11,0.2216206995684772,2003-11-14,Shipped,4,11,2003,5,127,S24_2300,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,1,2,0.20294890115778785,-0.15189406487968737
10194,0.4725274725274726,1.0,1,0.3881279378148284,2003-11-25,Shipped,4,11,2003,5,127,S24_2300,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1,1,0.2719361069415893,0.15580895552990148
10207,0.4395604395604396,1.0,12,0.465926310983209,2003-12-09,Shipped,4,12,2003,5,127,S24_2300,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1,1,0.2977432024935398,0.17809098011955782
10217,0.2417582417582418,1.0,1,0.1960748992512869,2004-02-04,Shipped,1,2,2004,5,127,S24_2300,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1,2,0.19579463164553035,-0.13426134864062295
10229,0.4615384615384615,1.0,6,0.3839656428690646,2004-03-11,Shipped,1,3,2004,5,127,S24_2300,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,0.2700474123813621,0.1450133974160659
10246,0.2527472527472528,1.0,10,0.2234059057384673,2004-05-05,Shipped,2,5,2004,5,127,S24_2300,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,2,0.20575987189039568,-0.10943688543354291
10259,0.4505494505494506,1.0,9,0.3531803947893744,2004-06-15,Shipped,2,6,2004,5,127,S24_2300,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1,1,0.25887803353009176,0.11809735361401719
10271,0.4065934065934066,1.0,10,0.3766667377415967,2004-07-20,Shipped,3,7,2004,5,127,S24_2300,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,0.2653143821746311,0.0992176136954066
10281,0.2087912087912088,1.0,6,0.1689159431116261,2004-08-19,Shipped,3,8,2004,5,127,S24_2300,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2,2,0.18501390643849436,-0.17553212063487583
10291,0.4615384615384615,1.0,1,0.3614491050808527,2004-09-08,Shipped,3,9,2004,5,127,S24_2300,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1,1,0.26219821257664755,0.13137939057478765
10305,0.1978021978021978,1.0,10,0.1990688694012869,2004-10-13,Shipped,4,10,2004,5,127,S24_2300,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1,2,0.1950873985320627,-0.1655494416376448
10313,0.3956043956043956,1.0,4,0.3749572631348309,2004-10-22,Shipped,4,10,2004,5,127,S24_2300,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,1,1,0.2642807336746351,0.08990726479076983
10324,0.2747252747252747,1.0,2,0.2454518784736341,2004-11-05,Shipped,4,11,2004,5,127,S24_2300,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,1,2,0.21432049529623343,-0.07953732368366928
10334,0.3956043956043956,1.0,5,0.3710045166892514,2004-11-19,On Hold,4,11,2004,5,127,S24_2300,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1,1,0.2629028177214565,0.08751383412270841
10348,0.3406593406593407,1.0,1,0.4043396391501302,2004-11-01,Shipped,4,11,2004,5,127,S24_2300,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1,1,0.2723346917469467,0.06632239301187304
10358,0.3846153846153846,1.0,7,0.3825193905888461,2004-12-10,Shipped,4,12,2004,5,127,S24_2300,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,1,0.26647913877761265,0.0862109710803769
10371,0.1538461538461538,1.0,5,0.2181708695233397,2005-01-23,Shipped,1,1,2005,5,127,S24_2300,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,2,0.19999537797481537,-0.18708394849703852
10382,0.1538461538461538,1.0,3,0.1597178668403836,2005-02-17,Shipped,1,2,2005,5,127,S24_2300,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,2,0.17961883067613427,-0.22247787299683042
10412,0.7032967032967034,1.0,10,0.5893731705864492,2005-05-03,Shipped,2,5,2005,5,127,S24_2300,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0,1,0.35128195449334787,0.45144523258214153
10425,0.4725274725274726,1.0,9,0.369717815372331,2005-05-31,In Process,2,5,2005,5,127,S24_2300,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1,1,0.26551839162320356,0.14466142753555822
10108,0.3186813186813187,0.4375,15,0.1160472241441046,2003-03-03,Shipped,1,3,2003,1,69,S24_2360,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,2,0,-0.3557782048464189,0.02001913722937293
10121,0.2857142857142857,0.6838074398249452,2,0.1454362174804623,2003-05-07,Shipped,2,5,2003,1,69,S24_2360,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,2,2,-0.11619782746746032,-0.050421242038582115
10135,0.2527472527472528,0.475382932166302,16,0.0959827714369954,2003-07-02,Shipped,3,7,2003,1,69,S24_2360,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.3299244419561611,-0.05153424352074398
10145,0.2307692307692307,0.4659463894967177,3,0.0855487266436139,2003-08-25,Shipped,3,8,2003,1,69,S24_2360,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2,0,-0.3432738033397685,-0.0719732904015871
10159,0.2307692307692307,0.7311269146608315,11,0.124041683240605,2003-10-10,Shipped,4,10,2003,1,69,S24_2360,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,2,2,-0.08153337413773509,-0.11693412503305435
10169,0.3516483516483517,0.6459245076586433,11,0.1716128690718913,2003-11-04,Shipped,4,11,2003,1,69,S24_2360,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2,0,-0.1399208955439577,0.02483314115639995
10180,0.3186813186813187,0.6174781181619257,6,0.14991320280545,2003-11-11,Shipped,4,11,2003,1,69,S24_2360,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,2,0,-0.17543646231422738,-0.005808662408065185
10190,0.3956043956043956,0.674370897155361,3,0.1998320670966945,2003-11-19,Shipped,4,11,2003,1,69,S24_2360,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,0,-0.10169490829346628,0.06769783518622666
10211,0.1648351648351648,0.5038293216630196,11,0.0629373405868975,2004-01-15,Shipped,1,1,2004,1,69,S24_2360,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,2,0,-0.318307894032437,-0.14506886680538056
10224,0.3406593406593407,0.7311269146608315,4,0.1831123025556829,2004-02-21,Shipped,1,2,2004,1,69,S24_2360,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,2,2,-0.05656422139838568,0.0015862086635401451
10237,0.2197802197802198,0.7216903719912473,4,0.11681556864478,2004-04-05,Shipped,2,4,2004,1,69,S24_2360,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2,2,-0.09332672974594136,-0.12715549196359308
10252,0.4505494505494506,0.5322757111597374,8,0.1919368678160709,2004-05-26,Shipped,2,5,2004,1,69,S24_2360,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,1,0,-0.23532010279074356,0.14087476356888184
10264,0.3406593406593407,0.5227024070021881,6,0.1416525803508209,2004-06-30,Shipped,2,6,2004,1,69,S24_2360,37,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,18,,Yoshido,Juri,2,0,-0.2661910551063076,0.03013922400567426
10276,0.4395604395604396,0.6647975929978118,12,0.2198722562932561,2004-08-02,Shipped,3,8,2004,1,69,S24_2360,61,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,18,,Barajas,Miguel,1,0,-0.10192272339075614,0.11539793576263496
10285,0.3516483516483517,0.4469365426695842,3,0.13096046003616,2004-08-27,Shipped,3,8,2004,1,69,S24_2360,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,2,0,-0.3404296798222608,0.05144562626756613
10299,0.2967032967032967,0.5417122538293215,6,0.1258790927211674,2004-09-30,Shipped,3,9,2004,1,69,S24_2360,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,2,0,-0.25563925781159635,-0.017406709760550726
10309,0.1978021978021978,0.399617067833698,2,0.0635461341242747,2004-10-15,Shipped,4,10,2004,1,69,S24_2360,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,2,0,-0.41436952591101434,-0.09304584256572543
10319,0.2747252747252747,0.750136761487965,7,0.150838157237842,2004-11-03,Shipped,4,11,2004,1,69,S24_2360,50,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,18,,Kuo,Kee,2,2,-0.05263996675823335,-0.07250153869435182
10330,0.3956043956043956,0.7405634573304158,1,0.2147783895940421,2004-11-16,Shipped,4,11,2004,1,69,S24_2360,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,1,2,-0.03450023981119721,0.05970721715633642
10341,0.2857142857142857,1.0,6,0.207715502250992,2004-11-24,Shipped,4,11,2004,1,69,S24_2360,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1,2,0.20160343453802865,-0.0941118635273262
10355,0.3846153846153846,0.5986050328227572,3,0.1775294893560391,2004-12-07,Shipped,4,12,2004,1,69,S24_2360,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.18085636602770772,0.06542349293630209
10363,0.4065934065934066,0.4697757111597374,14,0.1581363271074145,2005-01-06,Shipped,1,1,2005,1,69,S24_2360,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2,0,-0.30738041075348044,0.1033973526586685
10375,0.1538461538461538,1.0,14,0.1149847764852761,2005-02-03,Shipped,1,2,2005,1,69,S24_2360,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2,2,0.1640250050452946,-0.24956424238761452
10390,0.3186813186813187,0.5231126914660831,4,0.1321567246319483,2005-03-04,Shipped,1,3,2005,1,69,S24_2360,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.26999254312517895,0.007733269012780125
10403,0.2307692307692307,0.7216903719912473,4,0.1226718977815063,2005-04-08,Shipped,2,4,2005,1,69,S24_2360,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,2,2,-0.09084749977720907,-0.11533417784915997
10110,0.4065934065934066,0.7011761487964989,11,0.211630750543907,2003-03-18,Shipped,1,3,2003,0,90,S24_2766,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1,2,-0.07204306054426635,0.07621649819975973
10124,0.2857142857142857,0.62664113785558,10,0.1356014078718181,2003-05-21,Shipped,2,5,2003,0,90,S24_2766,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2,0,-0.173158215948238,-0.04165929016256717
10148,0.1648351648351648,0.6389496717724288,4,0.078192471400306,2003-09-11,Shipped,3,9,2003,0,90,S24_2766,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2,0,-0.1864598122562161,-0.17061744017739186
10161,0.1538461538461538,1.0,3,0.1222344193337534,2003-10-17,Shipped,4,10,2003,0,90,S24_2766,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,2,2,0.1665522095278732,-0.2451745053364454
10172,0.1758241758241758,0.651394967177243,1,0.0850759558168825,2003-11-05,Shipped,4,11,2003,0,90,S24_2766,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2,0,-0.17196842272694224,-0.1613781203278022
10182,0.3296703296703297,0.6389496717724288,14,0.1593649430505997,2003-11-12,Shipped,4,11,2003,0,90,S24_2766,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2,0,-0.1515973648225336,0.0026620216669602514
10192,0.4395604395604396,0.7757111597374178,2,0.2473017873384179,2003-11-20,Shipped,4,11,2003,0,90,S24_2766,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,1,2,0.011501461558241055,0.10345294790238418
10204,0.4505494505494506,0.949671772428884,8,0.2974052013614036,2003-12-02,Shipped,4,12,2003,0,90,S24_2766,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,1,0.1923063099809008,0.09728149594226798
10212,0.4285714285714286,0.8378008752735229,1,0.2561763501356919,2004-01-16,Shipped,1,1,2004,0,90,S24_2766,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,2,0.07229979186316227,0.08456681677934763
10227,0.4505494505494506,0.8378008752735229,14,0.2691374763155051,2004-03-02,Shipped,1,3,2004,0,90,S24_2766,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1,1,0.07769346409387423,0.10896540581073794
10241,0.4505494505494506,0.924781181619256,6,0.2911158053242966,2004-04-13,Shipped,2,4,2004,0,90,S24_2766,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,1,1,0.16680565233855515,0.09988109447046056
10267,0.3516483516483517,0.8254923413566739,3,0.2082978265041355,2004-07-07,Shipped,3,7,2004,0,90,S24_2766,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1,2,0.04101933384257972,0.000817888269141448
10279,0.4725274725274726,0.7260667396061269,3,0.2526640231694468,2004-08-09,Shipped,3,8,2004,0,90,S24_2766,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1,2,-0.03180440459081091,0.14430615362191634
10288,0.3186813186813187,0.738375273522976,9,0.172662082088603,2004-09-01,Shipped,3,9,2004,0,90,S24_2766,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2,2,-0.05429504863758805,-0.02315803541680017
10302,0.4725274725274726,1.0,5,0.3541538762428616,2003-10-06,Shipped,4,10,2003,0,90,S24_2766,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,1,1,0.2600928475575621,0.13523729428006648
10311,0.2417582417582418,0.912472647702407,4,0.1572474003118964,2004-10-16,Shipped,4,10,2004,0,90,S24_2766,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,2,0.10029660363824866,-0.13523855881432212
10321,0.2637362637362638,0.62664113785558,1,0.1249107580729479,2004-11-04,Shipped,4,11,2004,0,90,S24_2766,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,2,0,-0.17776040669393955,-0.06468308122093404
10332,0.3626373626373627,0.8183807439824946,7,0.2132211133716207,2004-11-17,Shipped,4,11,2004,0,90,S24_2766,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1,2,0.03651382443377149,0.013905062572242
10346,0.2087912087912088,1.0,1,0.1760663261442267,2004-11-29,Shipped,4,11,2004,0,90,S24_2766,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2,2,0.18750650923698076,-0.17120248647436676
10368,0.3736263736263737,1.0,2,0.2665361338816397,2005-01-19,Shipped,1,1,2005,0,90,S24_2766,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1,1,0.22560998108062336,0.007706612795140955
10380,0.3296703296703297,0.1452407002188184,6,0.0638108269666126,2005-02-16,Shipped,1,2,2005,0,90,S24_2766,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.6472290912650692,0.07190464096490826
10407,0.7692307692307693,0.924781181619256,6,0.4926132315540338,2005-04-22,On Hold,2,4,2005,0,90,S24_2766,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0,1,0.24974125865717212,0.4618720259095712
10420,0.3626373626373627,1.0,9,0.2537963203283368,2005-05-29,In Process,2,5,2005,0,90,S24_2766,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1,2,0.22073118839729666,-0.008282725484915543
10104,0.4175824175824176,0.1739606126914661,10,0.0926623467814453,2003-01-31,Shipped,1,1,2003,0,35,S24_2840,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2,0,-0.606775622059699,0.1481827704935798
10114,0.1978021978021978,0.0434901531728664,1,0.0175954566944128,2003-04-01,Shipped,2,4,2003,0,35,S24_2840,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,2,0,-0.7638742441856181,-0.029187273164444916
10127,0.3626373626373627,0.1546772428884025,12,0.0740610572861484,2003-06-03,Shipped,2,6,2003,0,35,S24_2840,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2,0,-0.6335060764669267,0.10050762976187277
10141,0.1648351648351648,0.2126641137855579,6,0.0300646953422147,2003-08-01,Shipped,3,8,2003,0,35,S24_2840,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2,0,-0.6024218273336255,-0.09001531143188647
10151,0.2637362637362638,0.1836706783369803,4,0.0534657483785725,2003-09-21,Shipped,3,9,2003,0,35,S24_2840,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,2,0,-0.6174749147651077,0.006095613352988166
10165,0.2307692307692307,0.0675601750547045,13,0.027719957913838,2003-10-22,Shipped,4,10,2003,0,35,S24_2840,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2,0,-0.7364918901193062,-0.004427694072828031
10175,0.3406593406593407,0.0579868708971553,2,0.0492115461958859,2003-11-06,Shipped,4,11,2003,0,35,S24_2840,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,2,0,-0.7335873680587477,0.09380270571995997
10184,0.3956043956043956,0.0675601750547045,7,0.0628138172604732,2003-11-14,Shipped,4,11,2003,0,35,S24_2840,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,2,0,-0.7176923133674896,0.14095067030734854
10195,0.2857142857142857,0.0192833698030634,7,0.0311124378431356,2003-11-25,Shipped,4,11,2003,0,35,S24_2840,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2,0,-0.7783282763385122,0.051431208118251415
10207,0.3956043956043956,0.0385667396061268,8,0.0562670809599821,2003-12-09,Shipped,4,12,2003,0,35,S24_2840,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,2,0,-0.7471246888184008,0.14445069308077157
10219,0.1648351648351648,0.1836706783369803,3,0.0267913271919692,2004-02-10,Shipped,1,2,2004,0,35,S24_2840,73,4155554312,2793 Furth Circle,,Brisbane,CA,94217,18,,Taylor,Sue,2,0,-0.6307131161358105,-0.08453322888647512
