ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10302,0.18681318681318687,0.62664113785558,3,0.08749348377690218,2003-10-06,Shipped,4,10,2003,0,71,S18_4933,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,2
10311,0.20879120879120883,0.548550328227571,2,0.08768832711917869,2004-10-16,Shipped,4,10,2004,0,71,S18_4933,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10332,0.16483516483516486,1.0,3,0.21990460764065306,2004-11-17,Shipped,4,11,2004,0,71,S18_4933,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1
10344,0.21978021978021983,0.49986323851203496,5,0.08580827268068413,2004-11-25,Shipped,4,11,2004,0,71,S18_4933,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,2
10367,0.41758241758241765,0.7982768052516411,9,0.24034624764809387,2005-01-12,Resolved,1,1,2005,0,71,S18_4933,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10380,0.19780219780219782,1.0,2,0.29806399243566684,2005-02-16,Shipped,1,2,2005,0,71,S18_4933,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10407,0.6593406593406594,0.548550328227571,4,0.2896335254072043,2005-04-22,On Hold,2,4,2005,0,71,S18_4933,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,1
10420,0.3296703296703297,0.42190919037199115,7,0.11735818897157277,2005-05-29,In Process,2,5,2005,0,71,S18_4933,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,2
10110,0.3296703296703297,0.7982768052516411,13,0.19020165918296678,2003-03-18,Shipped,1,3,2003,0,73,S24_1046,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1
10124,0.17582417582417587,0.6977571115973742,12,0.09055950920064969,2003-05-21,Shipped,2,5,2003,0,73,S24_1046,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2
10148,0.20879120879120883,0.45650984682713347,6,0.07531761302935812,2003-09-11,Shipped,3,9,2003,0,73,S24_1046,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10161,0.3406593406593407,0.6274617067833699,5,0.16249125962176866,2003-10-17,Shipped,4,10,2003,0,73,S24_1046,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,2
10172,0.28571428571428575,0.6675328227571116,3,0.14263635541484354,2003-11-05,Shipped,4,11,2003,0,73,S24_1046,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2
10182,0.4505494505494506,0.6474288840262581,16,0.22103396376796147,2003-11-12,Shipped,4,11,2003,0,73,S24_1046,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10192,0.3406593406593407,0.5872538293216629,4,0.15449312423579137,2003-11-20,Shipped,4,11,2003,0,73,S24_1046,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,2
10204,0.15384615384615385,0.4867341356673961,10,0.056414132539058755,2003-12-02,Shipped,4,12,2003,0,73,S24_1046,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10212,0.38461538461538464,0.7580689277899344,3,0.21267922830272337,2004-01-16,Shipped,1,1,2004,0,73,S24_1046,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10226,0.16483516483516486,0.45650984682713347,1,0.057594956719044,2004-02-26,Shipped,1,2,2004,0,73,S24_1046,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,2
10241,0.17582417582417587,0.6776531728665209,8,0.08818168516698076,2004-04-13,Shipped,2,4,2004,0,73,S24_1046,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,2
10267,0.3736263736263737,0.7278446389496718,5,0.20012764077063855,2004-07-07,Shipped,3,7,2004,0,73,S24_1046,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,1
10279,0.28571428571428575,0.6575492341356672,5,0.14091879297122864,2004-08-09,Shipped,3,8,2004,0,73,S24_1046,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10288,0.3296703296703297,0.536925601750547,11,0.13961885701219134,2004-09-01,Shipped,3,9,2004,0,73,S24_1046,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2
10301,0.23076923076923078,0.6173413566739605,1,0.10752484987871924,2003-10-05,Shipped,4,10,2003,0,73,S24_1046,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,2
10311,0.21978021978021983,0.8283643326039387,6,0.13172659876314918,2004-10-16,Shipped,4,10,2004,0,73,S24_1046,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10321,0.2637362637362638,0.5972374179431071,3,0.12016834464772694,2004-11-04,Shipped,4,11,2004,0,73,S24_1046,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,2
10332,0.18681318681318687,0.40973741794310725,4,0.06067274626911764,2004-11-17,Shipped,4,11,2004,0,73,S24_1046,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2
10344,0.2527472527472528,0.44652625820568925,7,0.09148372837514622,2004-11-25,Shipped,4,11,2004,0,73,S24_1046,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,2
10367,0.16483516483516486,0.45801422319474827,10,0.0577648012928775,2005-01-12,Resolved,1,1,2005,0,73,S24_1046,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2
10380,0.3076923076923077,1.0,3,0.21761354403863936,2005-02-16,Shipped,1,2,2005,0,73,S24_1046,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10407,0.21978021978021983,0.6776531728665209,8,0.11065998954463277,2005-04-22,On Hold,2,4,2005,0,73,S24_1046,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,2
10420,0.5934065934065935,0.5168216630196937,11,0.24984577965644345,2005-05-29,In Process,2,5,2005,0,73,S24_1046,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1
10104,0.3186813186813187,0.39127461706783373,6,0.10734912324172269,2003-01-31,Shipped,1,1,2003,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10115,0.4505494505494506,0.5809628008752735,2,0.20423920292162084,2003-04-04,Shipped,2,4,2003,0,57,S24_1444,19,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,18,,Hernandez,Maria,1
10127,0.15384615384615385,0.46239059080962797,8,0.05379661443149494,2003-06-03,Shipped,2,6,2003,0,57,S24_1444,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10141,0.15384615384615385,0.3754102844638949,2,0.044444134002221955,2003-08-01,Shipped,3,8,2003,0,57,S24_1444,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2
10152,0.20879120879120883,0.525574398249453,4,0.0846002439585697,2003-09-25,Shipped,3,9,2003,0,57,S24_1444,7,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,0,APAC,Calaghan,Tony,2
10165,0.20879120879120883,0.5809628008752735,9,0.09204473014932353,2003-10-22,Shipped,4,10,2003,0,57,S24_1444,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,2
10176,0.23076923076923078,0.5730306345733042,8,0.10109281380990792,2003-11-06,Shipped,4,11,2003,0,57,S24_1444,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,2
10184,0.27472527472527475,0.4544584245076586,3,0.10155970257347618,2003-11-14,Shipped,4,11,2003,0,57,S24_1444,41,(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,14,EMEA,Roel,Jose Pedro,2
10195,0.41758241758241765,0.5414387308533917,3,0.17959041723679792,2003-11-25,Shipped,4,11,2003,0,57,S24_1444,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,2
10207,0.4725274725274726,0.2727024070021882,4,0.13323240693289376,2003-12-09,Shipped,4,12,2003,0,57,S24_1444,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,2
10220,0.21978021978021983,0.3992067833698031,8,0.07173837759463321,2004-02-12,Shipped,1,2,2004,0,57,S24_1444,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,2
10230,0.3296703296703297,0.3754102844638949,6,0.10835863233208368,2004-03-15,Shipped,1,3,2004,0,57,S24_1444,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,2
10246,0.41758241758241765,0.3517505470459519,2,0.1347190983973584,2004-05-05,Shipped,2,5,2004,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10259,0.2417582417582418,0.2727024070021882,1,0.06094038014303709,2004-06-15,Shipped,2,6,2004,0,57,S24_1444,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2
10271,0.4285714285714286,0.5177789934354485,2,0.17875369375185196,2004-07-20,Shipped,3,7,2004,0,57,S24_1444,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10282,0.2527472527472528,0.2727024070021882,11,0.06438285760922073,2004-08-20,Shipped,3,8,2004,0,57,S24_1444,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10292,0.3736263736263737,0.36747811816192555,5,0.1226314585972603,2004-09-08,Shipped,3,9,2004,0,57,S24_1444,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10305,0.4285714285714286,0.4782549234135668,2,0.1691916648223948,2004-10-13,Shipped,4,10,2004,0,57,S24_1444,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,2
10314,0.41758241758241765,0.35968271334792123,11,0.13659547654637605,2004-10-22,Shipped,4,10,2004,0,57,S24_1444,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,2
10324,0.20879120879120883,0.5782275711159737,14,0.09167710120163199,2004-11-05,Shipped,4,11,2004,0,57,S24_1444,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2
10336,0.4285714285714286,1.0,4,0.40367643652849466,2004-11-20,Shipped,4,11,2004,0,57,S24_1444,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1
10349,0.46153846153846156,0.28063457330415753,4,0.13183688744745664,2004-12-01,Shipped,4,12,2004,0,57,S24_1444,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10358,0.41758241758241765,0.46334792122538293,14,0.16111779787319305,2004-12-10,Shipped,4,12,2004,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10371,0.20879120879120883,0.9626641137855578,12,0.143347349799679,2005-01-23,Shipped,1,1,2005,0,57,S24_1444,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,2
10383,0.17582417582417587,0.8873085339168492,2,0.11297899294667105,2005-02-22,Shipped,1,2,2005,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10394,0.27472527472527475,0.3201586433260394,2,0.079176981722224,2005-03-15,Shipped,1,3,2005,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10412,0.16483516483516486,0.3517505470459519,2,0.04576759821391152,2005-05-03,Shipped,2,5,2005,0,57,S24_1444,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10425,0.5384615384615385,0.2727024070021882,1,0.15388727172999567,2005-05-31,In Process,2,5,2005,0,57,S24_1444,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2
10107,0.20879120879120883,1.0,3,0.17378702666853915,2003-02-24,Shipped,1,2,2003,1,112,S24_1578,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10120,0.3186813186813187,0.9733315098468271,1,0.21687313933798857,2003-04-29,Shipped,2,4,2003,1,112,S24_1578,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10134,0.3186813186813187,0.9116520787746172,3,0.2052670934593664,2003-07-01,Shipped,3,7,2003,1,112,S24_1578,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,1
10145,0.40659340659340665,0.9425601750547046,7,0.26743314851400707,2003-08-25,Shipped,3,8,2003,1,112,S24_1578,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10159,0.41758241758241765,1.0,15,0.3583316116044284,2003-10-10,Shipped,4,10,2003,1,112,S24_1578,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1
10168,0.4835164835164836,1.0,2,0.38714048646132887,2003-10-28,Shipped,4,10,2003,1,112,S24_1578,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10180,0.46153846153846156,1.0,10,0.3583080833517761,2003-11-11,Shipped,4,11,2003,1,112,S24_1578,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,1
10188,0.20879120879120883,1.0,2,0.1509940319116632,2003-11-18,Shipped,4,11,2003,1,112,S24_1578,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,2
10201,0.3626373626373627,1.0,3,0.28447863230267334,2003-12-01,Shipped,4,12,2003,1,112,S24_1578,56,6505555787,5557 North Pendale Street,,San Francisco,CA,,18,,Murphy,Julie,1
10211,0.20879120879120883,0.8654266958424508,15,0.13027814070924448,2004-01-15,Shipped,1,1,2004,1,112,S24_1578,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,2
10223,0.28571428571428575,0.8808807439824946,2,0.17934042955236768,2004-02-20,Shipped,1,2,2004,1,112,S24_1578,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,2
10237,0.15384615384615385,1.0,8,0.13358680123846842,2004-04-05,Shipped,2,4,2004,1,112,S24_1578,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,2
10251,0.21978021978021983,1.0,3,0.15845175274453394,2004-05-18,Shipped,2,5,2004,1,112,S24_1578,80,2015559350,7476 Moss Rd.,,Newark,NJ,94019,18,,Brown,William,2
10263,0.39560439560439564,1.0,3,0.2812648200419539,2004-06-28,Shipped,2,6,2004,1,112,S24_1578,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,1
10275,0.16483516483516486,1.0,2,0.12290791556592437,2004-07-23,Shipped,3,7,2004,1,112,S24_1578,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2
10285,0.3076923076923077,1.0,7,0.23783754770904675,2004-08-27,Shipped,3,8,2004,1,112,S24_1578,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1
10299,0.4505494505494506,1.0,10,0.3656900726214224,2004-09-30,Shipped,3,9,2004,1,112,S24_1578,84,90-224 8555,Keskuskatu 45,,Helsinki,,21240,5,EMEA,Karttunen,Matti,1
10309,0.16483516483516486,1.0,6,0.15943993935592882,2004-10-15,Shipped,4,10,2004,1,112,S24_1578,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,2
10318,0.46153846153846156,1.0,2,0.437857105569064,2004-11-02,Shipped,4,11,2004,1,112,S24_1578,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1
10329,0.2637362637362638,0.8328774617067833,7,0.15817382526007914,2004-11-15,Shipped,4,11,2004,1,112,S24_1578,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10339,0.23076923076923078,0.7865153172866521,10,0.13208172832661924,2004-11-23,Shipped,4,11,2004,1,112,S24_1578,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,2
10362,0.4835164835164836,0.9578774617067833,2,0.3208569871925428,2005-01-05,Shipped,1,1,2005,1,112,S24_1578,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10374,0.3516483516483517,1.0,6,0.2731461023611338,2005-02-02,Shipped,1,2,2005,1,112,S24_1578,7,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,0,APAC,Calaghan,Tony,1
10389,0.4285714285714286,1.0,1,0.3025968573607036,2005-03-03,Shipped,1,3,2005,1,112,S24_1578,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1
10403,0.43956043956043966,1.0,8,0.3533333284316141,2005-04-08,Shipped,2,4,2005,1,112,S24_1578,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,1
10417,0.3186813186813187,1.0,3,0.22557124024037056,2005-05-13,Disputed,2,5,2005,1,112,S24_1578,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10110,0.2527472527472528,0.44433807439824946,15,0.09114256871168848,2003-03-18,Shipped,1,3,2003,0,50,S24_1628,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2
10123,0.4835164835164836,0.4511761487964989,1,0.18465046207282437,2003-05-20,Shipped,2,5,2003,0,50,S24_1628,4,40.32.2555,"54, rue Royale",,Nantes,,44000,6,EMEA,Schmitt,Carine,2
10137,0.21978021978021983,0.3135940919037199,1,0.05977132008937796,2003-07-10,Shipped,3,7,2003,0,50,S24_1628,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,2
10148,0.4505494505494506,0.4098741794310722,8,0.16100824444678094,2003-09-11,Shipped,3,9,2003,0,50,S24_1628,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10161,0.18681318681318687,0.361734135667396,7,0.054737009279689906,2003-10-17,Shipped,4,10,2003,0,50,S24_1628,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,2
10172,0.3076923076923077,0.21717724288840257,5,0.07144574495227075,2003-11-05,Shipped,4,11,2003,0,50,S24_1628,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,2
10181,0.3076923076923077,0.36857221006564544,1,0.09911938161869968,2003-11-12,Shipped,4,11,2003,0,50,S24_1628,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,2
10192,0.4505494505494506,0.36857221006564544,6,0.15057199387971332,2003-11-20,Shipped,4,11,2003,0,50,S24_1628,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,2
10204,0.4285714285714286,0.3135940919037199,12,0.1293553920505387,2003-12-02,Shipped,4,12,2003,0,50,S24_1628,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,2
10212,0.4285714285714286,0.361734135667396,5,0.14100187711340692,2004-01-16,Shipped,1,1,2004,0,50,S24_1628,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10226,0.3296703296703297,0.22415207877461707,3,0.07908360396951035,2004-02-26,Shipped,1,2,2004,0,50,S24_1628,21,7605558146,361 Furth Circle,,San Diego,CA,91217,18,,Thompson,Valarie,2
10241,0.16483516483516486,0.18285010940919033,10,0.026698684697150955,2004-04-13,Shipped,2,4,2004,0,50,S24_1628,52,88.60.1555,"24, place Kluber",,Strasbourg,,67000,6,EMEA,Citeaux,Frederique,2
10266,0.2417582417582418,0.29294310722100647,1,0.06398728886150463,2004-07-06,Shipped,3,7,2004,0,50,S24_1628,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,2
10278,0.3186813186813187,0.25164113785557984,1,0.08107468235020775,2004-08-06,Shipped,3,8,2004,0,50,S24_1628,74,7025551838,8489 Strong St.,,Las Vegas,NV,83030,18,,King,Sue,2
10288,0.4835164835164836,0.34792122538293213,13,0.15689447652211255,2004-09-01,Shipped,3,9,2004,0,50,S24_1628,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,2
10301,0.17582417582417587,0.3342450765864332,3,0.04756456851022781,2003-10-05,Shipped,4,10,2003,0,50,S24_1628,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,2
10311,0.4285714285714286,0.3066192560175054,8,0.1276679751806345,2004-10-16,Shipped,4,10,2004,0,50,S24_1628,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10321,0.46153846153846156,0.2103391684901531,5,0.11369660465256493,2004-11-04,Shipped,4,11,2004,0,50,S24_1628,34,5085552555,1785 First Street,,New Bedford,MA,50553,18,,Benitez,Violeta,2
10332,0.15384615384615385,0.835339168490153,5,0.09389758004568896,2004-11-17,Shipped,4,11,2004,0,50,S24_1628,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,2
10343,0.23076923076923078,0.1275984682713348,6,0.036434969747813906,2004-11-24,Shipped,4,11,2004,0,50,S24_1628,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,2
10367,0.3516483516483517,0.15891684901531733,11,0.07211924118444167,2005-01-12,Resolved,1,1,2005,0,50,S24_1628,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,2
10379,0.28571428571428575,1.0,3,0.2564895699991251,2005-02-10,Shipped,1,2,2005,0,50,S24_1628,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10407,0.6373626373626374,0.18285010940919033,10,0.15395344494058016,2005-04-22,On Hold,2,4,2005,0,50,S24_1628,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,2
10420,0.3406593406593407,0.45801422319474827,13,0.12878483192372142,2005-05-29,In Process,2,5,2005,0,50,S24_1628,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,2
10106,0.2417582417582418,0.8445021881838073,4,0.14701555143974526,2003-02-17,Shipped,1,2,2003,2,109,S24_1785,67,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,9,EMEA,Rovelli,Giovanni,2
10120,0.3626373626373627,1.0,10,0.3065584269010277,2003-04-29,Shipped,2,4,2003,2,109,S24_1785,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10133,0.38461538461538464,0.9193107221006565,5,0.2482208597076468,2003-06-27,Shipped,2,6,2003,2,109,S24_1785,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10145,0.3736263736263737,0.8295951859956237,16,0.22200891573723947,2003-08-25,Shipped,3,8,2003,2,109,S24_1785,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10168,0.4725274725274726,1.0,11,0.43759388324251686,2003-10-28,Shipped,4,10,2003,2,109,S24_1785,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10210,0.23076923076923078,0.9792122538293218,9,0.1600531444406783,2004-01-12,Shipped,1,1,2004,2,109,S24_1785,62,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,10,Japan,Kentary,Mory,2
10223,0.3076923076923077,1.0,11,0.22988793934416474,2004-02-20,Shipped,1,2,2004,2,109,S24_1785,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10235,0.18681318681318687,0.9492614879649892,5,0.12738637140670278,2004-04-02,Shipped,2,4,2004,2,109,S24_1785,68,(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,3,,Lincoln,Elizabeth,2
10250,0.27472527472527475,0.8445021881838073,6,0.16656532362008641,2004-05-11,Shipped,2,5,2004,2,109,S24_1785,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,2
10262,0.3076923076923077,0.9641684901531729,1,0.2079890181880746,2004-06-24,Cancelled,2,6,2004,2,109,S24_1785,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10275,0.20879120879120883,0.9343544857768054,11,0.1395423901910715,2004-07-23,Shipped,3,7,2004,2,109,S24_1785,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,2
10284,0.17582417582417587,1.0,3,0.13446028761818354,2004-08-21,Shipped,3,8,2004,2,109,S24_1785,59,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,11,EMEA,Klaeboe,Jan,2
10297,0.28571428571428575,1.0,6,0.26319512200501893,2004-09-16,Shipped,3,9,2004,2,109,S24_1785,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,1
10308,0.27472527472527475,1.0,9,0.2214280619998868,2004-10-15,Shipped,4,10,2004,2,109,S24_1785,53,9145554562,3758 North Pendale Street,,White Plains,NY,24067,18,,Frick,Steve,1
